LOAN_AMOUNT,CREDIT_SCORE,MONTHLY_INCOME,DEBT_TO_INCOME_RATIO,LOAN_TERM_MONTHS,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LOAN_PURPOSE,STATE,LOAN_DEFAULT
20151,505,1396,0.11,20,Self-Employed,Masters,Debt Consolidation,NC,1
24856,623,2185,0.54,39,Unemployed,High School,Home,NC,1
21226,585,2531,0.43,31,Employed,Bachelors,Home,OH,1
12881,468,3686,0.16,6,Employed,Bachelors,Home,FL,0
9686,674,5345,0.24,35,Employed,Bachelors,Education,OH,0
21563,850,10407,0.18,56,Employed,Bachelors,Home,GA,0
16311,529,1482,0.41,27,Self-Employed,High School,Debt Consolidation,IL,1
18721,540,2165,0.39,25,Self-Employed,High School,Home,NY,1
23109,659,4895,0.28,31,Employed,Masters,Car,OH,0
16846,502,500,0.52,29,Employed,Masters,Business,NY,1
15004,536,3664,0.40,19,Employed,High School,Education,CA,1
11339,326,500,0.45,6,Employed,Bachelors,Home,OH,1
17042,762,4983,0.06,48,Employed,Bachelors,Education,OH,0
17922,467,1103,0.36,18,Employed,High School,Debt Consolidation,FL,1
25109,699,3926,0.39,43,Self-Employed,Masters,Car,GA,1
24537,485,4858,0.29,6,Self-Employed,High School,Car,OH,1
13469,465,1332,0.33,17,Employed,Masters,Education,NC,0
13413,535,1228,0.09,27,Unemployed,Bachelors,Business,OH,1
7528,489,1164,0.11,21,Retired,High School,Car,GA,1
26206,625,4304,0.39,28,Employed,High School,Car,TX,1
20108,579,1823,0.46,34,Self-Employed,Bachelors,Education,CA,1
14881,419,500,0.49,16,Self-Employed,Bachelors,Home,GA,1
1000,475,2499,0.31,18,Employed,Masters,Car,TX,0
24511,602,3778,0.39,27,Employed,Masters,Debt Consolidation,CA,1
21802,504,3156,0.38,14,Retired,High School,Education,NY,1
1000,531,4310,0.29,22,Unemployed,Masters,Home,NY,0
16407,665,3689,0.13,38,Self-Employed,High School,Education,NY,0
18826,494,1780,0.42,20,Self-Employed,Bachelors,Home,CA,1
22997,602,1057,0.58,41,Employed,Bachelors,Car,TX,1
16522,479,2755,0.29,12,Employed,Bachelors,Education,IL,1
23418,850,5214,0.14,70,Employed,Bachelors,Car,NY,0
21195,774,5156,0.24,49,Self-Employed,High School,Education,IL,1
15671,562,2349,0.71,32,Unemployed,Bachelors,Debt Consolidation,IL,1
13582,544,2666,0.24,24,Employed,Bachelors,Business,OH,1
19741,352,500,0.06,10,Self-Employed,High School,Business,TX,1
1000,622,2119,0.37,44,Employed,PhD,Education,GA,0
12483,424,500,0.50,21,Unemployed,Masters,Car,FL,1
11067,471,1210,0.45,21,Unemployed,High School,Business,FL,0
6528,598,2203,0.27,37,Self-Employed,High School,Car,GA,0
25136,642,3758,0.40,34,Unemployed,High School,Home,TX,0
1000,657,1772,0.05,48,Employed,High School,Education,OH,0
18760,462,2501,0.37,11,Self-Employed,High School,Home,IL,1
1000,850,6163,0.07,68,Self-Employed,Bachelors,Car,OH,0
25371,571,4781,0.31,17,Self-Employed,Masters,Business,IL,1
22656,850,7800,0.21,58,Unemployed,Masters,Education,OH,0
16720,631,5592,0.09,24,Employed,Bachelors,Car,NY,1
25674,601,4518,0.36,23,Self-Employed,Masters,Debt Consolidation,GA,1
27814,735,3839,0.47,49,Self-Employed,High School,Business,OH,0
23619,590,3670,0.37,26,Employed,High School,Car,CA,1
1000,578,1634,0.14,37,Employed,Masters,Home,GA,0
12011,695,4252,0.41,44,Unemployed,High School,Car,TX,0
20208,527,2220,0.42,23,Employed,High School,Car,GA,1
12372,499,2217,0.23,18,Unemployed,Bachelors,Debt Consolidation,GA,1
21395,578,2865,0.39,28,Self-Employed,Bachelors,Car,CA,1
2944,610,4032,0.32,33,Employed,High School,Education,NC,0
3187,665,3481,0.20,43,Employed,Bachelors,Debt Consolidation,CA,0
5376,599,5124,0.34,26,Employed,High School,Business,CA,0
1000,711,5479,0.16,43,Employed,Bachelors,Home,GA,0
21490,850,9462,0.16,58,Employed,Bachelors,Debt Consolidation,OH,0
18982,402,500,0.25,9,Employed,High School,Education,OH,0
6811,493,937,0.05,22,Self-Employed,High School,Car,NY,0
22198,586,2180,0.48,33,Unemployed,Masters,Education,FL,0
22397,509,4083,0.33,10,Employed,High School,Debt Consolidation,GA,1
17945,831,7695,0.09,48,Self-Employed,Bachelors,Education,OH,0
13262,413,1503,0.62,11,Self-Employed,High School,Business,OH,1
22640,605,3355,0.40,30,Employed,Bachelors,Education,CA,0
9535,544,4112,0.35,20,Self-Employed,High School,Car,GA,1
9161,495,500,0.12,30,Self-Employed,Masters,Education,FL,1
1866,621,2359,0.24,41,Unemployed,Masters,Education,GA,0
11333,644,2880,0.45,42,Employed,Masters,Business,FL,1
18634,433,1342,0.36,11,Employed,PhD,Home,OH,1
15949,428,1364,0.41,11,Unemployed,Masters,Car,TX,1
23840,666,2080,0.52,46,Retired,High School,Home,OH,1
1000,643,500,0.05,57,Self-Employed,High School,Car,CA,0
20289,529,4266,0.26,13,Unemployed,High School,Home,GA,1
17459,515,2134,0.38,21,Employed,High School,Education,TX,1
5065,605,3771,0.06,30,Employed,Bachelors,Business,OH,0
10831,429,500,0.25,17,Employed,High School,Home,GA,1
23430,850,8263,0.27,56,Unemployed,Bachelors,Home,NY,0
20948,404,1991,0.34,6,Employed,Bachelors,Education,OH,1
8202,390,1082,0.50,9,Employed,High School,Home,NC,1
25190,850,4154,0.25,69,Employed,High School,Car,TX,1
10273,612,4979,0.37,28,Self-Employed,Bachelors,Home,OH,1
21981,850,6777,0.19,58,Employed,Bachelors,Education,CA,0
7223,673,4299,0.15,39,Employed,High School,Debt Consolidation,NY,0
20871,850,7474,0.16,55,Self-Employed,Masters,Debt Consolidation,IL,0
17747,631,500,0.54,50,Self-Employed,High School,Education,NY,1
14664,566,4847,0.17,17,Retired,High School,Business,IL,1
25980,694,4745,0.35,38,Employed,Bachelors,Business,IL,0
20476,817,5491,0.16,55,Employed,High School,Home,OH,0
1000,838,8131,0.35,56,Employed,High School,Car,GA,0
22541,641,1797,0.52,44,Employed,Bachelors,Car,NC,1
24580,631,3383,0.43,34,Employed,Bachelors,Business,NC,1
21574,615,3973,0.32,29,Employed,Bachelors,Education,CA,0
28101,729,5396,0.35,40,Employed,Bachelors,Home,GA,1
6947,428,1697,0.72,15,Self-Employed,High School,Car,FL,1
1000,623,3081,0.05,38,Employed,Masters,Education,OH,0
24397,599,3529,0.40,28,Employed,Bachelors,Home,NY,1
13076,509,977,0.39,27,Employed,High School,Education,IL,1
22142,463,2825,0.48,10,Unemployed,Masters,Debt Consolidation,IL,1
1000,623,2549,0.12,41,Employed,Bachelors,Education,TX,0
20366,476,2742,0.39,12,Employed,High School,Business,CA,1
14579,546,5924,0.31,11,Employed,Bachelors,Debt Consolidation,TX,0
19683,351,4077,0.26,6,Retired,High School,Home,FL,1
17636,712,4427,0.15,42,Self-Employed,Masters,Car,TX,0
7150,557,2058,0.09,29,Self-Employed,High School,Car,TX,1
20452,574,2367,0.42,30,Employed,High School,Education,FL,1
11829,712,5603,0.54,43,Employed,Masters,Car,GA,0
12149,481,4750,0.09,6,Employed,Bachelors,Home,NY,0
1000,760,6341,0.11,48,Employed,High School,Debt Consolidation,CA,0
14854,503,500,0.50,31,Employed,Bachelors,Car,GA,1
10086,587,4354,0.59,28,Employed,Masters,Education,OH,0
6787,578,2792,0.35,32,Employed,Bachelors,Education,IL,1
1000,511,722,0.05,28,Employed,High School,Debt Consolidation,FL,0
24439,641,4207,0.37,32,Employed,Bachelors,Debt Consolidation,TX,1
17296,626,3360,0.23,33,Employed,High School,Home,IL,0
18575,755,4353,0.12,49,Self-Employed,High School,Business,IL,0
13349,536,5183,0.24,12,Employed,Bachelors,Business,NY,1
20445,580,2518,0.40,30,Employed,PhD,Car,TX,0
24377,725,3392,0.43,50,Self-Employed,PhD,Education,CA,1
12612,423,1801,0.19,7,Employed,Masters,Debt Consolidation,GA,1
11733,490,500,0.51,34,Self-Employed,High School,Debt Consolidation,FL,1
12184,506,500,0.09,26,Retired,Masters,Education,CA,1
17649,374,3070,0.30,6,Employed,High School,Home,OH,1
13225,480,2896,0.08,11,Retired,Masters,Home,NY,1
12354,557,4888,0.25,17,Employed,High School,Home,NY,1
1000,559,2253,0.21,32,Self-Employed,Bachelors,Car,NC,0
22109,638,2163,0.47,41,Employed,PhD,Debt Consolidation,GA,1
20253,478,3595,0.31,8,Self-Employed,High School,Education,FL,0
22381,644,3928,0.34,34,Unemployed,High School,Business,IL,0
16122,483,1558,0.39,19,Employed,Bachelors,Car,IL,1
9822,578,4483,0.33,24,Self-Employed,PhD,Home,NY,1
17225,329,500,0.05,11,Employed,High School,Home,CA,1
8035,319,500,0.41,6,Employed,High School,Home,FL,1
9794,379,500,0.41,12,Employed,Bachelors,Home,FL,1
14431,498,5047,0.17,6,Employed,High School,Business,OH,0
7917,597,2659,0.05,31,Self-Employed,High School,Education,NC,0
20492,483,4121,0.29,6,Unemployed,Bachelors,Education,GA,0
14437,402,1095,0.36,8,Employed,High School,Business,OH,1
8955,505,500,0.64,48,Employed,High School,Debt Consolidation,GA,1
11571,502,1111,0.47,26,Self-Employed,Bachelors,Home,NC,1
19653,524,2903,0.56,21,Employed,Bachelors,Car,FL,1
16787,493,5746,0.20,6,Self-Employed,Bachelors,Education,NY,0
12141,584,3995,0.27,26,Employed,Bachelors,Car,NY,0
2785,603,2788,0.06,34,Employed,High School,Business,OH,1
16978,420,966,0.43,11,Unemployed,PhD,Home,FL,0
8377,500,1735,0.49,24,Employed,Bachelors,Business,CA,1
19644,575,1113,0.50,36,Employed,High School,Home,OH,1
14757,553,500,0.54,41,Self-Employed,Bachelors,Car,CA,0
14789,495,1707,0.41,21,Self-Employed,Bachelors,Car,OH,1
19167,501,3217,0.32,14,Employed,Masters,Education,NC,1
15268,588,2616,0.16,30,Employed,High School,Education,GA,1
17690,489,1833,0.41,19,Employed,High School,Business,TX,1
25573,515,4229,0.38,10,Employed,High School,Business,TX,0
28751,729,4193,0.45,46,Unemployed,High School,Business,GA,1
19326,355,2253,0.46,6,Self-Employed,Bachelors,Home,TX,1
19157,535,3315,0.32,19,Employed,Masters,Business,NC,1
15643,434,500,0.50,20,Employed,High School,Business,GA,1
25249,634,4507,0.35,29,Employed,Masters,Business,GA,1
19776,454,2850,0.36,7,Self-Employed,Bachelors,Car,CA,1
10476,462,1756,0.26,15,Unemployed,High School,Business,GA,1
12878,483,508,0.32,24,Employed,High School,Business,TX,1
24077,662,2531,0.48,43,Employed,Masters,Car,TX,0
5805,720,6869,0.13,37,Unemployed,Bachelors,Debt Consolidation,TX,0
21452,577,997,0.55,37,Employed,Bachelors,Business,TX,1
1000,746,6389,0.27,48,Employed,Bachelors,Business,GA,0
5358,709,3554,0.15,49,Unemployed,Bachelors,Education,FL,0
21319,850,4509,0.06,68,Employed,Bachelors,Home,CA,0
21533,759,1237,0.14,62,Employed,Masters,Debt Consolidation,IL,0
22008,655,2568,0.44,42,Employed,High School,Debt Consolidation,NY,1
18241,544,1012,0.48,32,Employed,High School,Education,GA,1
27154,437,7269,0.15,6,Employed,High School,Car,OH,1
9388,476,500,0.11,24,Retired,Masters,Home,CA,1
19937,534,1385,0.48,28,Employed,High School,Debt Consolidation,CA,1
18384,725,7176,0.26,34,Unemployed,PhD,Debt Consolidation,NY,0
13639,452,905,0.40,17,Employed,Bachelors,Business,TX,1
14043,637,6889,0.29,22,Employed,High School,Car,OH,0
2618,358,757,0.41,6,Employed,High School,Business,NY,1
18970,623,641,0.54,47,Unemployed,High School,Home,OH,0
21085,559,3013,0.39,24,Employed,Bachelors,Home,NC,1
26435,553,4971,0.34,13,Employed,Bachelors,Business,GA,1
19633,300,500,0.17,6,Self-Employed,Bachelors,Debt Consolidation,NY,1
19698,743,9021,0.36,30,Self-Employed,Bachelors,Education,FL,0
17374,693,5917,0.22,34,Employed,Bachelors,Debt Consolidation,FL,0
20162,433,500,0.19,13,Unemployed,High School,Home,NY,1
17004,504,1765,0.30,20,Self-Employed,Bachelors,Debt Consolidation,FL,1
24350,519,6276,0.18,6,Self-Employed,Bachelors,Debt Consolidation,OH,1
17296,480,874,0.36,21,Employed,High School,Education,FL,1
23533,457,4004,0.31,6,Employed,Bachelors,Education,NY,1
18432,737,5373,0.18,42,Employed,Bachelors,Debt Consolidation,IL,1
23919,581,3398,0.41,26,Unemployed,Bachelors,Car,TX,1
14126,516,500,0.51,34,Unemployed,Bachelors,Debt Consolidation,CA,1
2206,357,1945,0.62,6,Retired,Bachelors,Debt Consolidation,OH,1
8126,477,3142,0.34,13,Employed,Bachelors,Car,IL,1
18364,535,2564,0.37,23,Self-Employed,Bachelors,Education,NY,1
2434,618,3475,0.05,33,Self-Employed,High School,Debt Consolidation,GA,0
18435,492,2793,0.29,14,Employed,High School,Car,CA,1
21702,537,2403,0.44,23,Self-Employed,Masters,Car,IL,1
12287,499,500,0.41,28,Employed,High School,Business,NY,1
22230,788,4761,0.26,53,Employed,High School,Education,IL,0
21742,614,2277,0.45,37,Employed,High School,Home,GA,1
10556,520,2762,0.23,20,Self-Employed,High School,Home,NY,1
15296,477,2217,0.22,14,Unemployed,High School,Debt Consolidation,GA,1
22669,850,5701,0.09,72,Unemployed,Masters,Car,TX,0
17851,552,2790,0.17,23,Employed,High School,Debt Consolidation,NC,1
17237,585,4200,0.46,25,Employed,High School,Home,NY,0
6389,604,3519,0.09,31,Unemployed,High School,Car,FL,0
11524,521,1837,0.22,24,Employed,High School,Debt Consolidation,CA,1
13996,474,500,0.45,24,Employed,High School,Education,NY,1
6376,460,1157,0.41,20,Unemployed,Bachelors,Home,NC,1
13771,304,500,0.13,6,Employed,Bachelors,Debt Consolidation,OH,1
5080,541,608,0.13,33,Employed,PhD,Home,NC,1
17082,369,500,0.05,6,Employed,High School,Debt Consolidation,FL,1
23929,570,4311,0.33,19,Employed,High School,Debt Consolidation,NY,1
23579,459,4419,0.30,6,Unemployed,Bachelors,Business,GA,1
20231,640,1861,0.46,44,Unemployed,Bachelors,Car,GA,1
20446,668,2258,0.44,46,Employed,PhD,Business,TX,0
13871,509,1799,0.34,23,Employed,Bachelors,Business,CA,1
20641,738,2270,0.17,55,Employed,Masters,Business,TX,0
7561,561,5796,0.05,11,Self-Employed,High School,Debt Consolidation,GA,1
23290,636,2959,0.43,37,Unemployed,Masters,Home,NY,1
9420,716,5464,0.50,44,Self-Employed,PhD,Education,FL,0
5275,559,1373,0.30,35,Employed,High School,Home,CA,0
8667,633,4579,0.21,32,Unemployed,Bachelors,Car,NY,0
19212,494,2750,0.36,15,Employed,Bachelors,Education,OH,1
20925,475,3333,0.35,9,Employed,High School,Debt Consolidation,OH,1
19287,437,1649,0.71,13,Employed,Masters,Debt Consolidation,GA,1
24526,675,5180,0.28,32,Self-Employed,High School,Debt Consolidation,CA,0
22011,451,2288,0.37,9,Unemployed,Masters,Home,IL,1
9637,538,3728,0.27,20,Self-Employed,High School,Debt Consolidation,GA,1
10495,466,1012,0.50,21,Employed,PhD,Education,IL,0
16591,439,2720,0.32,6,Employed,Masters,Home,FL,1
8185,535,758,0.39,33,Employed,Bachelors,Home,FL,1
20262,850,4743,0.05,65,Self-Employed,High School,Car,TX,0
22015,850,7588,0.21,56,Self-Employed,Bachelors,Debt Consolidation,GA,0
19052,422,2301,0.39,6,Employed,High School,Business,CA,1
2218,508,3302,0.49,21,Unemployed,High School,Business,NC,0
12802,355,500,0.47,8,Unemployed,High School,Debt Consolidation,NC,1
17232,440,3236,0.43,6,Employed,Masters,Debt Consolidation,IL,1
23461,615,4094,0.34,28,Employed,High School,Education,TX,0
2257,625,2355,0.48,44,Employed,Bachelors,Car,FL,1
15931,549,500,0.54,40,Employed,High School,Home,NY,1
6653,563,2043,0.12,30,Employed,Masters,Business,IL,1
13732,414,2190,0.33,6,Employed,High School,Home,FL,1
12217,332,500,0.41,6,Employed,Bachelors,Business,NY,0
21244,764,3173,0.19,56,Retired,Bachelors,Car,FL,0
18887,384,500,0.18,7,Self-Employed,High School,Debt Consolidation,TX,1
6839,544,1886,0.23,29,Employed,High School,Car,NY,0
12283,515,2468,0.24,20,Employed,High School,Car,GA,1
8128,508,500,0.19,36,Self-Employed,High School,Debt Consolidation,NC,1
21501,850,8430,0.16,59,Employed,High School,Home,NY,0
25068,551,6162,0.21,7,Unemployed,High School,Home,TX,0
1000,612,2723,0.13,38,Employed,High School,Home,TX,0
15573,490,2588,0.29,15,Employed,High School,Education,TX,1
28123,663,5329,0.34,29,Employed,PhD,Business,GA,1
20793,850,7746,0.16,55,Employed,Bachelors,Home,OH,0
12114,672,6371,0.05,28,Retired,High School,Car,NC,0
1000,754,2476,0.10,65,Unemployed,Bachelors,Business,GA,0
14064,545,500,0.47,37,Employed,High School,Home,TX,1
19407,656,2091,0.43,45,Employed,Bachelors,Business,OH,0
21509,373,2671,0.23,6,Employed,Bachelors,Home,CA,1
1000,642,3337,0.33,43,Self-Employed,Bachelors,Car,NY,0
27037,645,4202,0.42,32,Unemployed,High School,Business,NC,1
6416,662,5585,0.30,34,Employed,Bachelors,Car,FL,0
3329,685,6195,0.05,33,Employed,High School,Debt Consolidation,TX,0
11203,522,4021,0.12,14,Unemployed,Masters,Debt Consolidation,FL,0
16227,506,2436,0.33,19,Employed,Bachelors,Home,TX,1
18993,543,1675,0.45,28,Unemployed,High School,Car,IL,0
12771,519,1501,0.13,24,Self-Employed,Bachelors,Debt Consolidation,TX,1
9749,550,500,0.24,35,Employed,High School,Car,IL,0
1000,743,6098,0.18,47,Unemployed,High School,Debt Consolidation,IL,0
19963,486,2516,0.40,15,Employed,Bachelors,Debt Consolidation,IL,0
1000,731,4088,0.18,52,Unemployed,High School,Car,IL,0
17978,448,3056,0.32,6,Self-Employed,High School,Car,TX,1
15801,428,534,0.28,13,Self-Employed,High School,Home,NC,0
26724,652,3064,0.49,39,Self-Employed,Masters,Debt Consolidation,TX,1
17703,462,3342,0.28,7,Employed,High School,Debt Consolidation,OH,1
1000,662,4108,0.05,39,Employed,Masters,Car,NC,0
16376,549,3572,0.38,21,Unemployed,PhD,Debt Consolidation,NY,0
15051,584,782,0.44,40,Retired,Bachelors,Business,CA,1
20348,574,5550,0.21,15,Retired,High School,Debt Consolidation,IL,1
22896,561,4330,0.32,18,Employed,Masters,Car,CA,1
10450,443,500,0.05,16,Employed,High School,Car,FL,1
4749,608,1994,0.16,39,Employed,Bachelors,Home,TX,0
22921,572,2841,0.43,27,Employed,Bachelors,Car,NC,1
14995,461,1620,0.37,15,Employed,Bachelors,Car,IL,1
16822,504,2260,0.35,19,Unemployed,Bachelors,Car,CA,0
1000,542,3408,0.27,25,Employed,High School,Car,TX,1
20607,422,2380,0.42,6,Employed,High School,Debt Consolidation,CA,1
6688,518,500,0.05,31,Employed,PhD,Debt Consolidation,OH,1
10147,667,3619,0.38,43,Self-Employed,Masters,Education,NC,0
17296,488,1534,0.43,20,Self-Employed,High School,Home,FL,1
20245,549,3135,0.36,22,Self-Employed,High School,Car,TX,1
1000,793,8326,0.14,47,Self-Employed,Bachelors,Education,CA,0
24933,601,3477,0.42,28,Employed,Bachelors,Car,OH,1
18928,457,2642,0.37,9,Employed,High School,Car,TX,1
5517,470,1793,0.38,19,Employed,Bachelors,Car,NY,1
9757,709,4099,0.38,48,Employed,Bachelors,Education,OH,0
11989,482,500,0.53,33,Unemployed,Masters,Debt Consolidation,NY,1
18949,377,1041,0.54,6,Self-Employed,Bachelors,Debt Consolidation,TX,1
19068,527,2613,0.37,21,Self-Employed,Bachelors,Education,TX,1
20685,678,1575,0.50,51,Employed,PhD,Debt Consolidation,FL,0
1000,600,1904,0.10,39,Self-Employed,Bachelors,Debt Consolidation,NC,1
17618,464,850,0.13,16,Employed,High School,Business,OH,1
20358,351,500,0.22,9,Employed,Bachelors,Education,NC,1
15787,695,3131,0.12,45,Employed,Masters,Car,TX,0
20350,839,5324,0.11,59,Employed,High School,Car,FL,0
24385,309,500,0.37,6,Unemployed,High School,Business,FL,1
14597,581,2300,0.20,31,Unemployed,Bachelors,Business,IL,0
16863,473,2096,0.36,15,Self-Employed,Bachelors,Debt Consolidation,TX,1
19436,519,1263,0.49,26,Self-Employed,High School,Car,NC,1
21084,473,3393,0.23,7,Unemployed,PhD,Business,IL,1
21187,555,3215,0.36,22,Self-Employed,Bachelors,Business,FL,1
10093,411,1611,0.53,10,Unemployed,High School,Debt Consolidation,CA,1
2388,595,3558,0.11,30,Employed,High School,Home,CA,0
1000,623,4413,0.07,33,Unemployed,Bachelors,Education,NY,0
18458,810,4475,0.05,57,Employed,High School,Education,FL,0
22387,850,6568,0.08,71,Unemployed,High School,Home,NC,0
2957,585,3760,0.14,28,Employed,High School,Car,OH,1
1000,754,8964,0.20,35,Unemployed,Masters,Car,OH,0
12804,504,2841,0.35,18,Retired,Bachelors,Car,TX,1
19892,519,2043,0.43,22,Self-Employed,Bachelors,Home,GA,1
20346,821,8823,0.26,42,Employed,High School,Debt Consolidation,NY,0
1000,425,973,0.51,18,Employed,Bachelors,Debt Consolidation,NC,1
1000,615,2092,0.05,39,Employed,Masters,Car,FL,0
21515,613,3645,0.46,31,Employed,High School,Car,TX,1
15887,677,5541,0.16,32,Self-Employed,Masters,Car,IL,0
15417,506,1043,0.41,26,Employed,Bachelors,Debt Consolidation,TX,1
23835,674,3185,0.42,42,Employed,High School,Debt Consolidation,NY,0
22531,487,2914,0.41,12,Employed,Bachelors,Education,IL,1
21859,447,2113,0.19,7,Self-Employed,Bachelors,Education,FL,1
1000,784,6382,0.05,52,Employed,Bachelors,Business,FL,0
18839,717,4999,0.22,41,Employed,High School,Business,GA,0
19018,403,2564,0.37,6,Employed,Bachelors,Education,IL,1
26684,850,4799,0.22,78,Retired,High School,Education,NC,0
23829,570,3930,0.36,21,Self-Employed,High School,Car,IL,1
17133,468,1206,0.44,18,Employed,Masters,Business,OH,1
16017,431,949,0.25,12,Unemployed,Masters,Business,CA,0
17707,850,8082,0.05,53,Self-Employed,Bachelors,Car,FL,0
7229,395,1140,0.28,8,Unemployed,High School,Home,CA,1
10613,608,4965,0.17,25,Employed,Bachelors,Car,CA,0
21677,557,3156,0.38,23,Unemployed,Masters,Home,GA,1
10340,534,1808,0.28,27,Employed,High School,Car,TX,1
19563,604,2841,0.37,33,Self-Employed,Bachelors,Debt Consolidation,NY,1
1678,643,4475,0.38,37,Employed,High School,Home,GA,0
21045,841,5772,0.16,57,Employed,Masters,Business,TX,1
17549,658,3730,0.20,37,Retired,Bachelors,Home,GA,0
7686,502,1242,0.31,25,Self-Employed,Bachelors,Education,CA,1
4570,665,4261,0.52,43,Employed,Masters,Car,NC,1
17634,461,870,0.48,19,Self-Employed,Bachelors,Education,TX,1
20516,597,3722,0.32,27,Employed,Bachelors,Education,FL,1
18630,612,2815,0.36,34,Self-Employed,Bachelors,Education,FL,1
18089,588,687,0.52,41,Employed,Bachelors,Home,FL,0
20782,393,742,0.30,6,Self-Employed,High School,Education,TX,1
7648,582,4255,0.14,24,Self-Employed,Bachelors,Car,IL,1
20788,469,2944,0.24,8,Employed,High School,Home,FL,1
6523,476,4284,0.10,6,Employed,High School,Business,NC,0
15985,389,1088,0.43,6,Employed,Bachelors,Business,FL,1
18431,783,7024,0.17,43,Employed,High School,Education,TX,0
9644,434,500,0.14,20,Unemployed,Bachelors,Education,TX,1
7085,440,500,0.05,19,Employed,High School,Home,GA,1
14996,515,1703,0.37,24,Employed,High School,Debt Consolidation,FL,1
23719,840,5130,0.26,60,Employed,Masters,Debt Consolidation,FL,1
11463,556,2615,0.15,26,Employed,High School,Debt Consolidation,TX,1
15142,431,500,0.59,25,Employed,PhD,Business,TX,1
19885,534,2374,0.63,25,Employed,Bachelors,Business,IL,1
24612,850,2783,0.16,75,Employed,Masters,Education,NC,1
14348,597,5662,0.22,20,Employed,Masters,Debt Consolidation,OH,0
2361,517,2558,0.39,24,Employed,High School,Home,IL,0
20014,641,1191,0.51,47,Employed,Masters,Education,FL,1
13164,455,500,0.42,20,Employed,High School,Business,NY,1
12022,578,3282,0.38,29,Self-Employed,High School,Home,OH,1
30983,733,5243,0.42,41,Unemployed,High School,Car,NC,1
19559,802,6063,0.16,50,Unemployed,Bachelors,Home,TX,0
15761,494,560,0.46,26,Employed,Masters,Business,NY,1
18300,553,1154,0.48,33,Employed,Bachelors,Debt Consolidation,OH,1
14825,514,923,0.42,28,Employed,High School,Car,GA,0
21508,538,3148,0.38,20,Employed,Masters,Education,OH,1
19892,796,5920,0.18,50,Employed,Masters,Business,FL,0
21032,628,2283,0.45,39,Unemployed,High School,Debt Consolidation,IL,1
1614,632,3723,0.13,36,Employed,Bachelors,Home,FL,0
12418,427,500,0.29,16,Employed,Bachelors,Education,CA,1
26328,383,500,0.17,8,Employed,Bachelors,Education,CA,1
14450,619,2916,0.17,34,Employed,High School,Debt Consolidation,GA,0
13995,358,676,0.42,6,Employed,High School,Home,IL,1
22115,660,3712,0.37,37,Employed,Bachelors,Home,CA,1
7620,506,710,0.21,27,Employed,Masters,Education,FL,1
23376,610,3949,0.36,28,Unemployed,Masters,Business,IL,1
10036,532,1156,0.15,28,Self-Employed,High School,Car,NC,1
1000,793,7542,0.19,48,Self-Employed,High School,Home,NC,0
17765,712,5985,0.21,36,Employed,High School,Car,GA,0
8003,693,4446,0.34,44,Employed,High School,Car,TX,0
22301,554,4524,0.30,16,Employed,High School,Business,NY,1
23162,652,4439,0.31,32,Employed,High School,Home,NC,0
11949,379,500,0.12,14,Employed,Bachelors,Business,FL,0
14869,481,3371,0.15,9,Employed,Bachelors,Business,GA,0
21505,549,3621,0.35,19,Employed,High School,Business,TX,0
11788,488,3594,0.30,12,Employed,Masters,Debt Consolidation,IL,1
18027,754,6335,0.17,41,Unemployed,High School,Business,NC,0
18671,524,1683,0.44,25,Employed,Masters,Car,CA,1
22867,493,2994,0.41,13,Employed,Masters,Car,TX,1
1000,821,8896,0.27,48,Self-Employed,High School,Education,FL,0
18484,457,2478,0.05,7,Unemployed,Bachelors,Education,OH,1
5464,576,3000,0.05,28,Employed,High School,Car,GA,1
16893,463,2117,0.37,13,Unemployed,High School,Education,CA,1
17863,802,6693,0.10,47,Self-Employed,Masters,Car,CA,0
17297,777,5501,0.07,48,Employed,Bachelors,Debt Consolidation,OH,0
17005,559,500,0.54,39,Employed,Bachelors,Debt Consolidation,NY,1
5422,579,1699,0.05,34,Unemployed,High School,Debt Consolidation,FL,1
15437,368,1163,0.35,6,Employed,Bachelors,Home,OH,1
21546,326,1000,0.35,6,Employed,Bachelors,Education,FL,1
20183,693,3750,0.27,42,Employed,High School,Car,NY,1
12361,369,500,0.58,9,Self-Employed,High School,Debt Consolidation,CA,1
13123,508,1914,0.05,19,Self-Employed,High School,Car,OH,1
24778,667,3476,0.43,40,Self-Employed,Bachelors,Home,OH,1
11070,550,2162,0.24,28,Employed,High School,Car,TX,0
19586,422,3366,0.32,6,Employed,High School,Car,IL,1
21191,598,1132,0.53,40,Unemployed,High School,Car,GA,1
11171,566,6969,0.34,11,Self-Employed,High School,Education,CA,1
19632,433,2316,0.61,9,Self-Employed,Bachelors,Business,NY,1
12749,307,500,0.39,6,Unemployed,Bachelors,Home,IL,1
10930,447,500,0.20,19,Retired,Masters,Debt Consolidation,OH,1
1000,322,1386,0.37,6,Employed,High School,Home,CA,0
18855,380,2898,0.19,6,Unemployed,Bachelors,Debt Consolidation,CA,0
5273,510,2624,0.09,19,Employed,Masters,Education,NY,0
16231,614,3650,0.20,30,Employed,High School,Education,OH,0
8392,569,4421,0.39,23,Employed,High School,Debt Consolidation,GA,0
21374,748,4389,0.26,48,Unemployed,Bachelors,Debt Consolidation,NC,0
